00   0 36424609 35534124 37315094 13.8 13.5 14.1 14665019 14189284 15140754 20.8 20.1 21.5  9306018  8908791  9703245 18.7 17.9 19.5  34076  33752  34400 4816366 4522061 5110671 24.2 22.7 25.6 United States                                 US
01   0   752097   723535   780659 17.6 17.0 18.3   291046   275169   306922 26.4 25.0 27.8   187857   176899   198815 23.8 22.4 25.2  27357  25953  28761   96545   84990  108101 31.6 27.8 35.4 Alabama                                       AL
01   1     5471     4391     6550 13.4 10.8 16.1     2352     1885     2820 20.1 16.1 24.1     1513     1207     1819 17.9 14.3 21.5  34842  31780  37888                                        Autauga County                                AL
01   3    15494    12415    18573 12.4  9.9 14.9     6151     4886     7416 19.3 15.3 23.3     3927     3098     4756 17.1 13.5 20.7  35014  31981  38031                                        Baldwin County                                AL
01   5     6423     5153     7692 24.9 20.0 29.8     2564     2049     3078 35.2 28.1 42.2     1716     1366     2066 32.4 25.8 39.1  24423  21343  27485                                        Barbour County                                AL
01   7     3313     2662     3964 18.1 14.5 21.7     1338     1071     1605 26.2 21.0 31.4      908      722     1094 24.2 19.2 29.1  26651  23548  29737                                        Bibb County                                   AL
01   9     6041     4864     7219 13.7 11.0 16.4     2248     1794     2701 20.6 16.5 24.8     1442     1144     1740 18.4 14.6 22.2  30584  27559  33593                                        Blount County                                 AL
01  11     3524     2817     4231 33.7 26.9 40.5     1448     1149     1746 44.1 35.0 53.2      966      764     1168 41.9 33.1 50.6  19063  15950  22158                                        Bullock County                                AL
01  13     5540     4436     6644 25.4 20.4 30.5     2347     1865     2828 36.8 29.2 44.3     1576     1244     1908 33.5 26.4 40.5  21918  18822  24998                                        Butler County                                 AL
01  15    20008    16185    23831 17.5 14.2 20.8     7333     5889     8776 25.4 20.4 30.4     4557     3639     5475 21.7 17.3 26.0  27265  24408  30106                                        Calhoun County                                AL
01  17     6828     5478     8177 18.4 14.7 22.0     2621     2086     3156 27.8 22.1 33.5     1680     1329     2031 24.2 19.2 29.3  25571  22477  28648                                        Chambers County                               AL
01  19     3420     2725     4116 15.8 12.6 19.1     1128      893     1363 22.3 17.7 27.0      708      557      859 18.8 14.8 22.8  26719  23647  29775                                        Cherokee County                               AL
01  21     6256     5021     7491 17.5 14.0 20.9     2278     1808     2748 24.6 19.5 29.6     1501     1183     1819 22.2 17.5 26.9  28524  25441  31589                                        Chilton County                                AL
01  23     3770     3016     4524 23.6 18.8 28.3     1543     1229     1858 34.0 27.1 40.9     1066      842     1290 31.5 24.9 38.1  23193  20104  26265                                        Choctaw County                                AL
01  25     6571     5271     7872 23.3 18.7 27.9     2722     2177     3266 33.0 26.4 39.6     1822     1452     2192 29.6 23.6 35.6  25078  21997  28142                                        Clarke County                                 AL
01  27     2004     1604     2403 14.7 11.8 17.6      674      538      811 20.5 16.3 24.6      442      351      533 18.1 14.3 21.8  25737  22637  28819                                        Clay County                                   AL
01  29     2096     1680     2512 15.3 12.3 18.4      748      591      905 21.6 17.0 26.1      497      389      605 19.7 15.4 24.0  26852  23846  29841                                        Cleburne County                               AL
01  31     6305     5072     7537 14.9 12.0 17.8     2330     1866     2794 22.0 17.6 26.4     1534     1224     1844 20.2 16.1 24.3  29569  26497  32624                                        Coffee County                                 AL
01  33     7495     6044     8946 14.1 11.3 16.8     2742     2202     3283 21.9 17.5 26.2     1785     1426     2144 19.8 15.8 23.8  29080  26090  32054                                        Colbert County                                AL
01  35     3982     3180     4783 28.0 22.4 33.6     1511     1198     1825 39.2 31.0 47.3     1020      804     1236 35.8 28.2 43.4  21610  18503  24701                                        Conecuh County                                AL
01  37     1830     1464     2197 16.1 12.9 19.4      641      505      776 22.2 17.5 26.8      390      305      475 19.0 14.9 23.2  25003  21925  28065                                        Coosa County                                  AL
01  39     7901     6358     9444 20.9 16.8 25.0     2875     2304     3445 30.8 24.7 37.0     1940     1549     2331 28.5 22.8 34.3  24201  21117  27270                                        Covington County                              AL
01  41     3010     2415     3606 22.0 17.6 26.4     1109      885     1333 31.1 24.8 37.4      759      603      915 28.9 23.0 34.9  21926  18838  24997                                        Crenshaw County                               AL
01  43    10323     8270    12376 13.9 11.2 16.7     3571     2847     4295 19.6 15.6 23.6     2327     1845     2809 17.7 14.0 21.4  28824  25744  31887                                        Cullman County                                AL
01  45     8393     6727    10058 17.3 13.9 20.7     3589     2861     4316 25.6 20.4 30.8     2377     1885     2869 25.1 19.9 30.3  28578  25497  31642                                        Dale County                                   AL
01  47    16046    12950    19141 33.8 27.3 40.3     7017     5621     8413 48.4 38.7 58.0     4657     3710     5604 44.1 35.2 53.1  21297  18466  24112                                        Dallas County                                 AL
01  49     9527     7652    11402 16.5 13.2 19.7     3245     2598     3893 22.7 18.1 27.2     2122     1692     2552 19.9 15.9 23.9  26955  23863  30030                                        DeKalb County                                 AL
01  51     7626     6138     9114 13.7 11.1 16.4     3021     2416     3626 20.1 16.1 24.1     1925     1534     2316 17.7 14.1 21.3  34013  30973  37036                                        Elmore County                                 AL
