,Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014","Mortality Rate, 1981*","Mortality Rate, 1982*","Mortality Rate, 1983*","Mortality Rate, 1984*","Mortality Rate, 1986*","Mortality Rate, 1987*","Mortality Rate, 1988*","Mortality Rate, 1989*","Mortality Rate, 1991*","Mortality Rate, 1992*","Mortality Rate, 1993*","Mortality Rate, 1994*","Mortality Rate, 1996*","Mortality Rate, 1997*","Mortality Rate, 1998*","Mortality Rate, 1999*","Mortality Rate, 2001*","Mortality Rate, 2002*","Mortality Rate, 2003*","Mortality Rate, 2004*","Mortality Rate, 2006*","Mortality Rate, 2007*","Mortality Rate, 2008*","Mortality Rate, 2009*","Mortality Rate, 2011*","Mortality Rate, 2012*","Mortality Rate, 2013*"
204,"Imperial County, California",6025.0,525.37,468.42,413.2,370.89,328.93,275.68,231.38,223.35,"-57.49 (-60.27, -54.36)",513.98,502.59000000000003,491.20000000000005,479.81000000000006,457.37600000000003,446.332,435.288,424.244,404.738,396.27599999999995,387.81399999999996,379.352,362.498,354.106,345.714,337.322,318.28000000000003,307.63,296.98,286.33000000000004,266.82,257.96,249.10000000000002,240.24,229.774,228.168,226.562
205,"Inyo County, California",6027.0,471.13,442.35,395.81,375.71,346.29,309.87,279.9,275.32,"-41.56 (-46.37, -36.55)",465.374,459.61800000000005,453.862,448.10600000000005,433.04200000000003,423.73400000000004,414.42600000000004,405.11800000000005,391.79,387.77,383.75,379.73,369.826,363.942,358.058,352.17400000000004,339.00600000000003,331.722,324.438,317.154,303.87600000000003,297.882,291.888,285.894,278.984,278.068,277.152
206,"Kern County, California",6029.0,523.62,498.4,452.63,434.43,408.23,368.44,308.67,311.74,"-40.46 (-42.97, -37.77)",518.576,513.5319999999999,508.48799999999994,503.444,489.24600000000004,480.092,470.938,461.78400000000005,448.99000000000007,445.35,441.71000000000004,438.07000000000005,429.19000000000005,423.95000000000005,418.71000000000004,413.4700000000001,400.27200000000005,392.31399999999996,384.356,376.398,356.486,344.53200000000004,332.578,320.624,309.28400000000005,309.898,310.51200000000006
207,"Kings County, California",6031.0,562.59,522.67,449.15,419.63,375.41,315.13,268.29,250.11,"-55.54 (-58.58, -52.40)",554.606,546.6220000000001,538.638,530.654,507.96599999999995,493.26199999999994,478.55799999999994,463.854,443.246,437.342,431.438,425.534,410.786,401.942,393.098,384.254,363.35400000000004,351.298,339.242,327.18600000000004,305.762,296.394,287.026,277.658,264.65400000000005,261.01800000000003,257.382
208,"Lake County, California",6033.0,457.81,442.11,402.49,397.17,385.48,345.03,301.44,306.09,"-33.14 (-37.58, -28.10)",454.6700000000001,451.53,448.39000000000004,445.25000000000006,434.18600000000004,426.26200000000006,418.338,410.41400000000004,401.42600000000004,400.362,399.298,398.23400000000004,394.83200000000005,392.494,390.15600000000006,387.81800000000004,377.39,369.3,361.21,353.12,336.312,327.594,318.876,310.158,302.37,303.3,304.22999999999996
209,"Lassen County, California",6035.0,455.32,425.38,374.39,350.0,327.64,293.36,264.29,259.72,"-42.96 (-47.78, -37.33)",449.33200000000005,443.34400000000005,437.356,431.36800000000005,415.182,404.984,394.786,384.588,369.512,364.634,359.756,354.878,345.528,341.05600000000004,336.58399999999995,332.112,320.78400000000005,313.928,307.072,300.216,287.54600000000005,281.73199999999997,275.918,270.10400000000004,263.37600000000003,262.46200000000005,261.548
210,"Los Angeles County, California",6037.0,533.47,492.55,452.79,389.48,351.16,292.4,239.26,218.78,"-58.99 (-59.80, -58.13)",525.2860000000001,517.102,508.918,500.73400000000004,484.598,476.64599999999996,468.69399999999996,460.742,440.12800000000004,427.466,414.804,402.14200000000005,381.8160000000001,374.15200000000004,366.48800000000006,358.82400000000007,339.4080000000001,327.656,315.904,304.152,281.772,271.144,260.51599999999996,249.888,235.16400000000002,231.06799999999998,226.972
211,"Madera County, California",6039.0,441.36,410.02,364.54,350.19,332.59,287.52,264.14,254.85,"-42.26 (-46.41, -37.91)",435.09200000000004,428.82399999999996,422.556,416.288,400.92400000000004,391.828,382.732,373.636,361.67,358.8,355.93,353.06,346.66999999999996,343.15,339.63,336.11,323.576,314.56199999999995,305.548,296.534,282.844,278.168,273.49199999999996,268.81600000000003,262.28200000000004,260.424,258.56600000000003
212,"Marin County, California",6041.0,429.2,386.58,323.54,293.22,255.45,206.49,168.1,160.51,"-62.60 (-64.78, -60.08)",420.67600000000004,412.152,403.628,395.10400000000004,373.97200000000004,361.36400000000003,348.756,336.148,317.47600000000006,311.41200000000003,305.34800000000007,299.28400000000005,285.66600000000005,278.112,270.558,263.004,245.65800000000002,235.86599999999999,226.074,216.282,198.812,191.13400000000001,183.45600000000002,175.778,166.582,165.064,163.546
213,"Mariposa County, California",6043.0,447.0,412.1,358.57,335.01,300.56,264.48,223.13,224.11,"-49.86 (-55.14, -44.12)",440.02000000000004,433.04,426.06,419.08000000000004,401.39400000000006,390.688,379.982,369.276,353.858,349.14599999999996,344.43399999999997,339.722,328.12,321.23,314.34,307.45,293.344,286.128,278.91200000000003,271.696,256.21000000000004,247.94000000000003,239.67000000000002,231.40000000000003,223.32600000000002,223.522,223.71800000000002
214,"Mendocino County, California",6045.0,451.94,435.62,370.63,352.03,327.54,282.63,258.74,254.66,"-43.65 (-47.16, -39.58)",448.67600000000004,445.41200000000003,442.148,438.884,422.62200000000007,409.624,396.626,383.62800000000004,366.91,363.18999999999994,359.47,355.75,347.13199999999995,342.23400000000004,337.336,332.43800000000005,318.55800000000005,309.576,300.59400000000005,291.612,277.85200000000003,273.074,268.296,263.51800000000003,257.92400000000004,257.108,256.29200000000003
215,"Merced County, California",6047.0,473.19,434.58,384.16,363.34,336.64,298.87,263.54,261.71,"-44.69 (-48.10, -41.08)",465.468,457.746,450.024,442.302,424.496,414.41200000000003,404.328,394.244,379.99600000000004,375.832,371.668,367.50399999999996,358.0,352.65999999999997,347.31999999999994,341.98,329.086,321.532,313.978,306.424,291.80400000000003,284.738,277.672,270.606,263.17400000000004,262.808,262.442
216,"Modoc County, California",6049.0,444.99,420.29,383.01,360.19,334.07,285.58,267.02,267.34,"-39.92 (-46.04, -33.76)",440.05,435.11,430.17,425.23,412.83400000000006,405.37800000000004,397.922,390.466,378.446,373.88199999999995,369.318,364.754,354.966,349.742,344.518,339.29400000000004,324.372,314.674,304.976,295.278,281.868,278.15599999999995,274.44399999999996,270.73199999999997,267.084,267.14799999999997,267.212
217,"Mono County, California",6051.0,342.48,321.98,277.96,263.2,239.69,196.61,162.82,163.24,"-52.33 (-57.16, -47.02)",338.38000000000005,334.28,330.18000000000006,326.08000000000004,313.176,304.372,295.568,286.764,275.008,272.056,269.104,266.152,258.498,253.796,249.094,244.392,231.074,222.458,213.842,205.226,189.852,183.094,176.336,169.578,162.904,162.988,163.072
218,"Monterey County, California",6053.0,434.63,408.28,350.87,313.3,284.33,242.33,208.4,196.14,"-54.87 (-57.17, -52.37)",429.36,424.09,418.81999999999994,413.55,396.798,385.316,373.834,362.35200000000003,343.35600000000005,335.842,328.328,320.814,307.50600000000003,301.712,295.918,290.124,275.93,267.53,259.13,250.73000000000002,235.54400000000004,228.758,221.972,215.18600000000004,205.94800000000004,203.49599999999998,201.04399999999998
219,"Napa County, California",6055.0,384.64,361.39,333.03,318.65,305.18,258.48,237.2,227.73,"-40.79 (-44.51, -36.59)",379.99,375.34000000000003,370.68999999999994,366.04,355.718,350.04599999999994,344.374,338.702,330.154,327.27799999999996,324.40199999999993,321.52599999999995,315.956,313.26199999999994,310.568,307.874,295.84000000000003,286.5,277.15999999999997,267.82000000000005,254.22400000000002,249.968,245.712,241.456,235.30599999999998,233.41199999999998,231.51799999999997
220,"Nevada County, California",6057.0,386.79,347.75,306.33,279.15,267.35,232.79,203.16,202.01,"-47.77 (-51.19, -44.22)",378.982,371.174,363.366,355.558,339.466,331.182,322.89799999999997,314.614,300.894,295.45799999999997,290.022,284.586,276.79,274.43,272.07,269.71000000000004,260.43800000000005,253.526,246.61399999999998,239.702,226.864,220.938,215.012,209.086,202.93,202.7,202.47
221,"Orange County, California",6059.0,440.52,416.61,381.65,344.99,310.09,251.76,211.37,205.8,"-53.28 (-54.75, -51.73)",435.738,430.95599999999996,426.174,421.392,409.618,402.626,395.634,388.642,374.318,366.986,359.654,352.322,338.01,331.03,324.04999999999995,317.07,298.424,286.758,275.092,263.42600000000004,243.68200000000002,235.60399999999998,227.526,219.448,210.256,209.142,208.02800000000002
222,"Placer County, California",6061.0,450.13,411.96,360.43,324.55,294.42,252.47,220.23,203.33,"-54.83 (-57.27, -52.12)",442.49600000000004,434.86199999999997,427.228,419.594,401.654,391.34799999999996,381.04200000000003,370.736,353.254,346.07800000000003,338.902,331.72600000000006,318.52400000000006,312.498,306.47200000000004,300.446,286.03000000000003,277.64,269.25,260.86,246.022,239.574,233.12599999999998,226.678,216.85,213.46999999999997,210.09
223,"Plumas County, California",6063.0,420.99,377.1,339.77,322.24,300.81,268.19,241.42,244.89,"-41.83 (-46.98, -36.60)",412.21200000000005,403.43399999999997,394.65600000000006,385.87800000000004,369.634,362.168,354.702,347.236,336.264,332.75800000000004,329.25199999999995,325.74600000000004,317.95400000000006,313.668,309.382,305.096,294.28600000000006,287.762,281.238,274.71400000000006,262.836,257.48199999999997,252.128,246.774,242.114,242.808,243.502
224,"Riverside County, California",6065.0,489.54,468.56,405.06,384.21,350.15,301.13,249.96,237.61,"-51.46 (-53.20, -49.77)",485.34400000000005,481.148,476.952,472.75600000000003,455.86,443.15999999999997,430.46000000000004,417.76,400.89,396.72,392.54999999999995,388.38,377.398,370.586,363.774,356.962,340.346,330.542,320.738,310.93399999999997,290.896,280.66200000000003,270.428,260.194,247.49,245.02,242.55
225,"Sacramento County, California",6067.0,467.78,437.45,383.99,357.46,337.31,295.47,254.37,251.78,"-46.18 (-48.18, -44.06)",461.714,455.64799999999997,449.582,443.516,426.75800000000004,416.066,405.374,394.682,378.684,373.37800000000004,368.072,362.766,353.43,349.4,345.37,341.34000000000003,328.942,320.574,312.206,303.838,287.25000000000006,279.03000000000003,270.81,262.59000000000003,253.852,253.334,252.81599999999997
226,"San Benito County, California",6069.0,447.55,405.16,347.32,315.84,288.42,241.04,209.33,204.17,"-54.38 (-58.28, -49.84)",439.072,430.594,422.116,413.63800000000003,393.59200000000004,382.024,370.456,358.88800000000003,341.024,334.728,328.432,322.13599999999997,310.356,304.872,299.388,293.904,278.944,269.46799999999996,259.992,250.516,234.698,228.356,222.014,215.67200000000003,208.29800000000003,207.26600000000002,206.23399999999998
227,"San Bernardino County, California",6071.0,517.29,510.68,446.6,427.45,387.82,351.29,291.95,269.75,"-47.85 (-49.56, -45.96)",515.968,514.646,513.3240000000001,512.0020000000001,497.86400000000003,485.048,472.23199999999997,459.41600000000005,442.77000000000004,438.94,435.11,431.28000000000003,419.52400000000006,411.59799999999996,403.672,395.74600000000004,380.514,373.20799999999997,365.90200000000004,358.59600000000006,339.422,327.554,315.68600000000004,303.818,287.51,283.07,278.63
228,"San Diego County, California",6073.0,420.14,390.03,350.58,331.88,305.6,253.19,215.94,206.0,"-50.97 (-52.52, -49.41)",414.11800000000005,408.096,402.07399999999996,396.052,382.14,374.25,366.36,358.47,346.84000000000003,343.1,339.36,335.62,326.624,321.368,316.112,310.856,295.11800000000005,284.636,274.154,263.672,245.74,238.29,230.84,223.39000000000001,213.952,211.964,209.976
229,"San Francisco County, California",6075.0,472.18,441.04,399.21,360.15,294.12,235.62,196.71,179.77,"-61.93 (-63.51, -60.23)",465.95200000000006,459.72400000000005,453.49600000000004,447.26800000000003,432.67400000000004,424.308,415.942,407.576,391.398,383.586,375.774,367.962,346.944,333.738,320.53200000000004,307.326,282.42,270.72,259.02,247.32000000000002,227.83800000000002,220.05599999999998,212.274,204.49200000000002,193.32200000000003,189.934,186.54600000000002
230,"San Joaquin County, California",6077.0,490.85,461.59,416.48,389.98,363.04,339.03,282.04,274.72,"-44.03 (-46.38, -41.45)",484.99800000000005,479.14599999999996,473.294,467.442,452.568,443.54599999999994,434.524,425.502,411.18000000000006,405.88,400.58000000000004,395.28000000000003,384.59200000000004,379.204,373.81600000000003,368.428,358.238,353.43600000000004,348.634,343.832,327.632,316.234,304.836,293.43800000000005,280.576,279.112,277.648
231,"San Luis Obispo County, California",6079.0,431.49,385.68,354.9,328.42,292.48,258.24,236.22,227.44,"-47.29 (-50.20, -44.27)",422.32800000000003,413.16600000000005,404.004,394.84200000000004,379.52400000000006,373.368,367.212,361.05600000000004,349.60400000000004,344.308,339.012,333.71600000000007,321.2320000000001,314.044,306.856,299.66800000000006,285.63200000000006,278.784,271.93600000000004,265.088,253.836,249.432,245.02800000000002,240.624,234.464,232.708,230.952
232,"San Mateo County, California",6081.0,422.65,379.46,337.73,306.93,264.03,227.65,191.49,175.52,"-58.47 (-60.31, -56.68)",414.012,405.37399999999997,396.736,388.09799999999996,371.114,362.76800000000003,354.422,346.076,331.57000000000005,325.41,319.25,313.09000000000003,298.35,289.77,281.19,272.61,256.754,249.47799999999998,242.202,234.926,220.418,213.186,205.954,198.722,188.29600000000002,185.10200000000003,181.90800000000002
233,"Santa Barbara County, California",6083.0,396.86,370.68,320.23,311.49,291.82,253.43,221.06,214.75,"-45.89 (-48.58, -42.89)",391.6240000000001,386.38800000000003,381.15200000000004,375.91600000000005,360.59000000000003,350.5,340.41,330.32000000000005,318.482,316.73400000000004,314.986,313.238,307.55600000000004,303.622,299.688,295.754,284.14200000000005,276.464,268.786,261.10800000000006,246.95600000000002,240.482,234.008,227.53400000000002,219.798,218.536,217.274
234,"Santa Clara County, California",6085.0,428.4,387.3,340.99,310.32,272.63,211.77,177.74,170.28,"-60.25 (-61.72, -58.76)",420.18000000000006,411.96,403.74,395.52000000000004,378.038,368.776,359.514,350.25200000000007,334.85600000000005,328.722,322.58799999999997,316.454,302.782,295.24399999999997,287.706,280.168,260.458,248.286,236.114,223.94200000000004,204.96400000000003,198.15800000000002,191.35200000000003,184.54600000000002,176.24800000000002,174.75600000000003,173.264
235,"Santa Cruz County, California",6087.0,404.9,387.43,341.72,331.79,302.01,250.49,223.35,213.49,"-47.27 (-50.45, -43.86)",401.406,397.912,394.418,390.92400000000004,378.288,369.146,360.004,350.862,339.73400000000004,337.74800000000005,335.76200000000006,333.776,325.834,319.87800000000004,313.922,307.966,291.706,281.402,271.098,260.79400000000004,245.062,239.63400000000001,234.20600000000002,228.77800000000002,221.37800000000001,219.406,217.434
236,"Shasta County, California",6089.0,432.07,401.15,372.93,361.43,337.83,310.05,289.19,290.95,"-32.66 (-36.52, -28.26)",425.886,419.702,413.518,407.334,395.50600000000003,389.86199999999997,384.218,378.574,370.63,368.33000000000004,366.03,363.73,356.71000000000004,351.99,347.27,342.55,332.274,326.71799999999996,321.16200000000003,315.606,305.87800000000004,301.706,297.534,293.362,289.54200000000003,289.894,290.246
237,"Sierra County, California",6091.0,393.89,367.04,332.0,319.64,303.56,273.61,241.69,226.5,"-42.50 (-49.16, -33.92)",388.52000000000004,383.15,377.78000000000003,372.41,360.03200000000004,353.024,346.01599999999996,339.00800000000004,329.528,327.056,324.584,322.11199999999997,316.424,313.20799999999997,309.99199999999996,306.776,297.57000000000005,291.58000000000004,285.59000000000003,279.6,267.22600000000006,260.842,254.458,248.074,238.65200000000002,235.61399999999998,232.57600000000002
238,"Siskiyou County, California",6093.0,439.76,406.45,368.54,355.38,325.32,287.03,259.76,254.47,"-42.13 (-46.18, -37.71)",433.098,426.43600000000004,419.774,413.112,398.86800000000005,391.286,383.704,376.12200000000007,365.9080000000001,363.276,360.644,358.01200000000006,349.36800000000005,343.356,337.344,331.33200000000005,317.66200000000003,310.00399999999996,302.346,294.688,281.576,276.12199999999996,270.668,265.214,258.702,257.644,256.586
239,"Solano County, California",6095.0,468.11,436.65,366.39,340.28,308.51,258.92,220.49,206.95,"-55.79 (-58.03, -53.38)",461.81800000000004,455.52599999999995,449.234,442.942,422.598,408.54599999999994,394.49399999999997,380.442,361.168,355.94599999999997,350.724,345.502,333.926,327.572,321.21799999999996,314.864,298.592,288.674,278.756,268.838,251.23400000000004,243.548,235.86200000000002,228.17600000000004,217.78200000000004,215.074,212.36599999999999
240,"Sonoma County, California",6097.0,426.81,394.86,340.08,316.53,309.37,260.89,234.98,220.22,"-48.40 (-50.90, -45.76)",420.4200000000001,414.03000000000003,407.64,401.25000000000006,383.90400000000005,372.948,361.99199999999996,351.03600000000006,335.37,330.65999999999997,325.95,321.24,315.098,313.666,312.234,310.802,299.674,289.97799999999995,280.282,270.586,255.708,250.526,245.344,240.162,232.02800000000002,229.07600000000002,226.12400000000002
241,"Stanislaus County, California",6099.0,465.58,475.36,385.15,398.8,386.25,340.71,302.79,297.84,"-36.03 (-39.07, -32.67)",467.536,469.49199999999996,471.448,473.404,457.318,439.276,421.234,403.192,387.88,390.61,393.34000000000003,396.07000000000005,396.29,393.78,391.27,388.76,377.142,368.034,358.926,349.818,333.126,325.54200000000003,317.95799999999997,310.374,301.8,300.81,299.82
242,"Sutter County, California",6101.0,506.93,470.73,417.89,394.57,383.44,322.64,284.07,272.94,"-46.16 (-49.83, -42.23)",499.69000000000005,492.45000000000005,485.21000000000004,477.9700000000001,460.16200000000003,449.594,439.026,428.458,413.226,408.562,403.898,399.23400000000004,392.344,390.118,387.892,385.666,371.28000000000003,359.12,346.96,334.8,314.92600000000004,307.212,299.498,291.784,281.844,279.618,277.392
243,"Tehama County, California",6103.0,463.8,428.92,388.69,376.4,335.2,292.94,261.35,258.93,"-44.17 (-48.38, -39.66)",456.824,449.84799999999996,442.87199999999996,435.896,420.874,412.828,404.78200000000004,396.736,386.23199999999997,383.774,381.316,378.858,368.16,359.91999999999996,351.67999999999995,343.44000000000005,326.74800000000005,318.296,309.844,301.392,286.622,280.304,273.986,267.66800000000006,260.86600000000004,260.382,259.898
